Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
Clear,rain,15.877777777777776,15.877777777777776,0.71,3.880100000000001,0.0,14.9569,1013.9
Mostly Cloudy,rain,3.7944444444444434,0.5944444444444446,0.89,13.1698,156.0,9.0643,1026.79
Partly Cloudy,rain,19.422222222222217,19.422222222222217,0.68,17.243100000000002,30.0,15.826300000000002,1019.55
Overcast,rain,2.7111111111111126,-0.5555555555555556,0.82,12.2682,11.0,9.982,1010.45
Overcast,rain,9.86111111111111,8.68888888888889,0.87,8.8389,155.0,9.9015,1010.01
Foggy,snow,-2.827777777777777,-6.022222222222222,1.0,7.953400000000001,,1.2719,1005.38
Partly Cloudy,snow,-0.4166666666666667,-0.4166666666666667,0.88,3.815700000000001,95.0,9.982,1023.59
Partly Cloudy,rain,7.866666666666664,6.211111111111111,0.39,9.4024,35.0,10.3684,1022.39
Breezy and Foggy,snow,-3.311111111111112,-10.894444444444444,0.91,31.1213,0.0,1.8354,1013.0
Partly Cloudy,rain,21.04444444444444,21.04444444444444,0.93,3.22,310.0,9.982,1012.31
Clear,rain,9.927777777777775,9.288888888888888,0.75,6.44,280.0,15.826300000000002,
Mostly Cloudy,rain,11.133333333333333,11.133333333333333,0.77,15.4882,150.0,9.982,1013.27
Partly Cloudy,rain,7.172222222222221,7.172222222222221,0.74,3.22,250.0,16.1,1019.83
,rain,7.777777777777778,7.777777777777778,0.96,,0.0,6.118,1009.5
Clear,,4.666666666666666,1.4111111111111103,0.8,14.6349,3.0,0.0,1029.27
Clear,snow,-8.838888888888889,-12.383333333333333,0.91,6.423900000000001,263.0,8.3398,1015.0
Overcast,rain,6.216666666666665,2.922222222222221,0.77,17.5007,28.0,14.7798,1028.27
Mostly Cloudy,rain,3.8333333333333326,1.25,0.89,10.1269,191.0,4.9427,1016.83
Mostly Cloudy,rain,8.900000000000002,7.211111111111109,0.84,10.6743,345.0,10.948,1024.41
Clear,rain,18.86666666666666,18.86666666666666,0.45,3.0751,100.0,15.826300000000002,1015.21
Overcast,rain,14.283333333333337,,0.9,6.3112,15.0,11.8013,1017.52
Foggy,rain,2.2888888888888874,2.2888888888888874,0.88,4.4114,142.0,2.9141000000000004,1017.16
Mostly Cloudy,rain,7.105555555555555,3.711111111111111,0.74,20.2538,170.0,8.05,1016.08
Clear,rain,11.08888888888889,11.08888888888889,0.5,4.781700000000001,170.0,9.982,1025.24
Overcast,rain,14.88888888888889,14.88888888888889,0.73,0.0,0.0,7.905100000000001,1021.61
Mostly Cloudy,rain,11.505555555555556,11.505555555555556,0.87,2.7853000000000003,118.0,14.7637,1003.47
Overcast,snow,-2.383333333333333,-6.35,0.88,10.7548,210.0,3.847900000000001,1023.64
Overcast,rain,11.066666666666668,11.066666666666668,0.87,0.4025,316.0,9.5634,1011.93
Partly Cloudy,rain,18.88888888888889,18.88888888888889,0.9,1.61,210.0,11.27,1007.7
Mostly Cloudy,rain,14.711111111111109,14.711111111111109,0.51,29.720600000000005,329.0,10.4006,1010.76
Overcast,rain,4.955555555555557,4.955555555555557,0.87,3.2522,115.0,6.9874,1037.72
Partly Cloudy,rain,7.799999999999999,5.605555555555558,0.89,12.3648,329.0,7.2772,
Mostly Cloudy,rain,28.90555555555555,27.82222222222222,0.3,2.6404,175.0,10.3684,1017.67
Partly Cloudy,rain,13.32222222222222,13.32222222222222,0.91,4.652900000000001,156.0,6.3434,1016.47
Mostly Cloudy,rain,12.155555555555557,12.155555555555557,0.67,24.3593,,15.826300000000002,1019.01
Mostly Cloudy,rain,26.11111111111111,26.11111111111111,0.36,4.83,90.0,9.982,1020.6
Partly Cloudy,rain,17.21666666666667,17.21666666666667,0.68,3.0751,127.0,9.9015,1019.02
Foggy,snow,-1.1111111111111112,-7.361111111111111,0.92,25.3414,31.0,1.7549,1007.0
Mostly Cloudy,snow,-4.016666666666668,-9.02777777777778,0.79,13.5562,11.0,7.550900000000001,1015.68
Mostly Cloudy,rain,7.755555555555556,7.755555555555556,0.89,4.83,165.0,4.8461,1036.2
Foggy,rain,2.1611111111111114,-0.294444444444445,1.0,8.3881,199.0,0.1932,1034.15
Overcast,rain,9.97777777777778,7.66111111111111,0.86,17.0821,,16.1,1018.11
Partly Cloudy,rain,7.116666666666668,7.116666666666668,0.9,3.4132,63.0,8.0661,1027.22
Overcast,snow,-7.777777777777778,-13.86111111111111,0.51,14.49,50.0,9.982,1029.5
Overcast,rain,6.577777777777779,4.383333333333334,0.89,10.8836,19.0,6.0697,1014.46
Partly Cloudy,rain,18.033333333333328,18.033333333333328,0.71,21.5418,150.0,11.2056,1003.72
Foggy,snow,-1.8222222222222229,-1.8222222222222229,0.96,3.3005,51.0,0.1932,1037.29
Mostly Cloudy,rain,7.155555555555556,5.7222222222222205,0.86,7.824600000000001,150.0,9.982,1022.08
Partly Cloudy,rain,16.6,16.6,0.97,5.9731000000000005,193.0,14.9086,1013.99
Overcast,rain,15.02777777777778,15.02777777777778,0.67,11.3505,259.0,8.420300000000001,1020.1
Partly Cloudy,rain,22.22222222222222,22.22222222222222,0.46,17.71,330.0,9.982,1019.4
Mostly Cloudy,,11.466666666666669,11.466666666666669,0.69,19.1912,152.0,9.982,1029.04
Foggy,snow,-6.111111111111111,-6.111111111111111,0.92,4.83,120.0,2.5760000000000005,1031.8
Partly Cloudy,rain,5.122222222222222,3.3500000000000005,0.69,7.792400000000001,344.0,15.1823,1030.89
Overcast,snow,-8.816666666666668,-8.816666666666668,0.84,3.1717,252.0,4.9910000000000005,1013.34
Partly Cloudy,rain,13.02222222222222,13.02222222222222,0.98,8.1466,107.0,9.6761,1014.5
Mostly Cloudy,rain,1.0388888888888874,1.0388888888888874,0.79,4.0572,286.0,7.808499999999999,1021.27
Clear,rain,7.094444444444446,7.094444444444446,0.8,3.3327,2.0,14.168000000000005,1023.94
Overcast,rain,18.84444444444445,18.84444444444445,0.9,11.0607,140.0,9.9015,1009.58
Mostly Cloudy,snow,-1.35,-4.772222222222222,0.95,9.5151,182.0,4.508,1020.02
Mostly Cloudy,rain,11.594444444444443,11.594444444444443,0.65,17.3236,348.0,15.826300000000002,1008.58
Partly Cloudy,rain,32.15555555555555,31.438888888888894,0.33,7.840700000000001,208.0,9.982,1011.99
Partly Cloudy,rain,0.6055555555555574,-2.438888888888889,0.95,9.499,182.0,8.4364,1019.59
Foggy,rain,1.6499999999999997,1.6499999999999997,0.93,3.9284,329.0,2.6887,1015.68
Mostly Cloudy,rain,21.13888888888889,21.13888888888889,,9.9176,291.0,,1008.91
Mostly Cloudy,rain,6.016666666666666,4.811111111111109,0.96,6.3112,330.0,14.812,1015.99
Partly Cloudy,rain,25.038888888888884,25.038888888888884,0.74,7.969500000000001,90.0,9.982,1015.39
Partly Cloudy,rain,7.88888888888889,6.67777777777778,0.6,7.422100000000001,231.0,15.552600000000002,1018.15
Clear,rain,7.777777777777778,7.777777777777778,0.89,3.22,170.0,16.1,1014.4
Clear,rain,12.766666666666664,12.766666666666664,0.92,6.552700000000001,243.0,15.826300000000002,1017.94
Partly Cloudy,rain,6.905555555555555,4.844444444444444,0.9,10.5616,160.0,6.1824,1017.75
Overcast,rain,0.9666666666666678,-1.5722222222222213,0.87,7.969500000000001,133.0,4.508,1011.04
Breezy and Mostly Cloudy,rain,14.988888888888887,14.988888888888887,0.51,33.7456,280.0,10.3523,1007.69
Mostly Cloudy,snow,-1.0166666666666655,-5.072222222222221,0.68,12.2521,351.0,9.982,1015.33
Clear,rain,12.249999999999998,12.249999999999998,0.72,12.799500000000002,202.0,7.212800000000001,0.0
Partly Cloudy,,14.333333333333334,14.333333333333334,0.96,5.554500000000001,133.0,11.4954,1015.23
Clear,rain,21.97222222222222,21.97222222222222,0.7,8.2593,28.0,9.982,1015.51
Partly Cloudy,rain,31.016666666666666,29.533333333333328,0.27,13.9265,340.0,9.982,1016.77
Partly Cloudy,rain,29.022222222222226,29.50555555555556,0.48,6.5205,89.0,10.3523,1017.14
Mostly Cloudy,rain,15.488888888888887,15.488888888888887,0.84,20.5114,311.0,14.9569,1011.21
Mostly Cloudy,rain,11.094444444444443,11.094444444444443,0.63,10.8997,161.0,15.826300000000002,1016.94
Partly Cloudy,rain,13.505555555555556,13.505555555555556,0.86,3.1395,230.0,15.1823,1019.02
Mostly Cloudy,rain,5.016666666666668,5.016666666666668,0.64,0.2898,300.0,15.826300000000002,1025.71
Clear,rain,31.18333333333333,30.25555555555555,0.33,15.939000000000002,171.0,9.982,1010.7
Mostly Cloudy,rain,25.85555555555556,25.85555555555556,0.48,4.6207,358.0,10.2557,1011.31
Mostly Cloudy,rain,5.027777777777776,1.4888888888888887,0.65,17.146500000000003,161.0,16.1,1024.73
Overcast,rain,12.22222222222222,12.22222222222222,0.93,8.05,220.0,4.025,1000.1
Overcast,rain,26.15555555555555,26.15555555555555,0.42,16.8245,141.0,15.826300000000002,1007.57
Mostly Cloudy,rain,10.233333333333334,10.233333333333334,0.6,12.88,225.0,9.982,1023.25
Mostly Cloudy,rain,26.03888888888889,26.03888888888889,0.44,15.5848,131.0,9.982,1019.48
Partly Cloudy,rain,7.416666666666667,4.961111111111111,0.91,13.524,149.0,9.1287,1003.54
Overcast,rain,3.944444444444445,-0.9333333333333332,0.9,26.065900000000003,250.0,11.0768,1017.24
Partly Cloudy,snow,-1.583333333333334,-6.005555555555556,0.96,13.3469,282.0,4.9105,1010.16
Partly Cloudy,snow,-1.0166666666666655,-2.7722222222222213,0.96,5.1037,325.0,9.8371,1026.64
Mostly Cloudy,rain,2.705555555555554,-0.0277777777777781,0.89,9.8371,42.0,8.05,997.92
Mostly Cloudy,rain,8.933333333333332,7.455555555555557,0.76,9.5312,38.0,11.27,1027.39
Partly Cloudy,rain,27.22222222222222,26.872222222222224,0.37,4.83,210.0,9.982,1008.1
Foggy,snow,-3.838888888888889,-3.838888888888889,1.0,4.6046000000000005,159.0,0.161,1019.7
Partly Cloudy,rain,10.0,10.0,0.86,4.5563,164.0,9.5634,0.0
Mostly Cloudy,rain,20.98333333333333,20.98333333333333,0.44,,10.0,9.982,1004.63
Mostly Cloudy,rain,22.677777777777774,22.677777777777774,0.71,27.241200000000003,89.0,9.982,1015.8
Partly Cloudy,rain,0.5777777777777773,-4.05,0.89,17.114300000000004,140.0,9.982,1016.66
Overcast,rain,3.75,0.7277777777777791,0.77,12.1716,349.0,8.0983,1024.26
Partly Cloudy,rain,14.772222222222224,14.772222222222224,0.79,1.4329,23.0,8.9677,1022.79
Partly Cloudy,rain,32.75,33.577777777777776,0.41,11.237800000000002,341.0,16.1,1016.14
Partly Cloudy,rain,8.93888888888889,6.805555555555555,0.36,13.6367,206.0,10.3684,1015.8
Overcast,rain,14.883333333333333,14.883333333333333,1.0,14.49,330.0,11.125100000000002,
Mostly Cloudy,rain,17.105555555555554,17.105555555555554,0.88,13.4435,309.0,15.7297,1017.08
Overcast,rain,2.2222222222222223,-1.8444444444444448,0.85,16.1,80.0,8.05,1017.3
Partly Cloudy,rain,24.527777777777786,24.527777777777786,0.71,9.3702,317.0,11.0446,1006.95
,rain,7.73888888888889,6.844444444444445,0.84,6.1502,280.0,16.1,1022.02
Partly Cloudy,rain,15.144444444444442,15.144444444444442,0.62,9.160900000000002,281.0,15.552600000000002,1014.15
Mostly Cloudy,rain,6.322222222222224,4.122222222222224,0.79,10.6743,161.0,8.0661,1018.34
Overcast,snow,-2.85,-7.677777777777777,0.76,13.894300000000005,118.0,14.812,1016.55
Overcast,snow,-8.88888888888889,-8.88888888888889,0.77,4.83,350.0,6.118,1028.3
Mostly Cloudy,rain,17.40555555555555,17.40555555555555,0.61,16.9211,192.0,,1005.94
Partly Cloudy,rain,12.955555555555556,12.955555555555556,0.48,6.923,72.0,9.982,1022.78
Mostly Cloudy,rain,3.9833333333333343,3.9833333333333343,0.99,4.717300000000001,235.0,7.212800000000001,1018.16
Partly Cloudy,rain,27.98333333333333,27.600000000000005,0.39,4.8622000000000005,239.0,10.577700000000002,1016.25
Foggy,snow,-3.377777777777777,-7.555555555555555,0.96,10.8192,319.0,1.5295,1027.84
Mostly Cloudy,rain,17.77777777777778,17.77777777777778,0.97,17.71,210.0,6.118,1015.3
Clear,,27.24444444444445,26.672222222222224,0.32,4.459700000000001,353.0,9.982,1020.98
Foggy,snow,-6.138888888888889,-6.138888888888889,0.92,0.5635,51.0,0.9821,1035.91
Clear,,-4.8388888888888895,-7.838888888888889,0.96,6.601,50.0,3.5581,1037.94
Partly Cloudy,rain,13.894444444444442,13.894444444444442,0.57,11.0607,120.0,10.3523,1037.55
Clear,rain,6.905555555555555,6.083333333333335,0.93,5.506200000000001,68.0,6.923,1004.34
Overcast,rain,7.061111111111112,6.333333333333332,0.93,5.2969,59.0,7.969500000000001,1005.97
Partly Cloudy,rain,11.266666666666667,11.266666666666667,0.79,15.6009,118.0,11.27,1013.59
Partly Cloudy,rain,13.638888888888888,13.638888888888888,0.73,9.2575,,9.982,1016.08
Clear,rain,2.550000000000002,0.8888888888888897,0.76,6.1019000000000005,171.0,15.826300000000002,1025.63
Partly Cloudy,rain,10.77777777777778,10.77777777777778,0.99,2.3184,286.0,14.2163,1017.48
Clear,rain,21.700000000000003,21.700000000000003,0.81,3.0751,167.0,15.826300000000002,1017.7
Clear,rain,7.566666666666666,6.105555555555557,0.91,8.2432,348.0,8.420300000000001,1023.62
Clear,rain,5.999999999999998,5.999999999999998,0.69,3.2039,301.0,16.1,1022.62
Mostly Cloudy,rain,14.011111111111113,14.011111111111113,0.9,2.2218,311.0,15.3111,1020.79
Mostly Cloudy,rain,5.98888888888889,4.2444444444444445,0.93,8.2593,142.0,10.7709,998.86
Mostly Cloudy,rain,20.944444444444443,20.944444444444443,0.6,3.381,168.0,9.982,1010.11
Partly Cloudy,rain,32.77777777777778,,0.41,12.4936,214.0,10.0464,1010.17
Clear,rain,4.972222222222224,2.4555555555555566,0.76,10.8675,42.0,8.372000000000002,1025.71
Mostly Cloudy,rain,12.738888888888887,12.738888888888887,0.77,8.5652,58.0,11.3988,1007.11
Clear,rain,23.244444444444447,23.244444444444447,0.7,1.1109,323.0,15.826300000000002,1020.61
Overcast,rain,1.1111111111111112,-3.4222222222222225,0.71,17.3075,321.0,9.982,1011.34
Partly Cloudy,rain,21.0,21.0,0.47,17.388,31.0,16.1,1022.68
Partly Cloudy,,13.15,13.15,0.63,25.5024,144.0,15.826300000000002,1016.45
Overcast,rain,10.050000000000002,10.050000000000002,0.77,15.3594,41.0,15.1823,1016.13
Partly Cloudy,rain,30.99444444444445,30.061111111111117,0.33,13.8299,172.0,9.982,1009.33
Mostly Cloudy,rain,22.25,22.25,0.52,12.558,7.0,10.3523,1016.4
Partly Cloudy,rain,25.683333333333337,25.683333333333337,0.67,3.3971,159.0,9.982,1014.22
Mostly Cloudy,rain,22.17777777777778,22.17777777777778,0.68,9.3702,338.0,11.27,1021.11
Overcast,rain,18.88888888888889,18.88888888888889,0.77,3.3649,169.0,10.0464,1009.7
Partly Cloudy,rain,2.7999999999999994,-1.316666666666667,0.58,17.3558,348.0,9.982,1029.74
Partly Cloudy,rain,20.533333333333328,20.533333333333328,0.77,3.22,350.0,16.1,1020.42
Partly Cloudy,rain,17.805555555555557,17.805555555555557,0.56,9.66,340.0,16.1,1020.77
Mostly Cloudy,rain,0.994444444444444,0.994444444444444,0.86,3.22,50.0,7.776300000000001,1017.51
Foggy,rain,0.2277777777777758,0.2277777777777758,0.93,2.9624,143.0,0.2415,1033.38
Breezy and Partly Cloudy,rain,30.0,29.066666666666663,0.34,32.3449,150.0,9.982,1007.12
,rain,3.483333333333335,0.5777777777777773,0.87,11.3022,154.0,7.084000000000001,1019.55
Overcast,rain,5.116666666666667,2.127777777777777,0.86,13.6367,159.0,9.982,1016.38
Partly Cloudy,rain,33.85,33.12222222222223,0.3,7.212800000000001,,15.552600000000002,
Partly Cloudy,rain,21.11111111111111,21.11111111111111,0.74,13.7816,72.0,11.27,1006.97
Clear,rain,2.822222222222221,-0.1222222222222216,0.62,10.8675,152.0,15.826300000000002,1015.48
Mostly Cloudy,rain,8.977777777777776,8.977777777777776,0.76,4.5563,110.0,9.982,1022.57
Foggy,rain,0.0333333333333345,-5.0,0.93,18.7887,10.0,2.9463000000000004,998.29
Partly Cloudy,rain,16.083333333333332,16.083333333333332,0.39,5.361300000000001,116.0,11.3988,1017.93
Mostly Cloudy,rain,1.094444444444444,-2.1388888888888897,0.91,10.6099,157.0,4.7012,1019.73
Mostly Cloudy,rain,2.633333333333334,-0.3333333333333341,0.96,10.787,129.0,4.7978000000000005,1014.84
Partly Cloudy,rain,15.88888888888889,15.88888888888889,0.93,4.2665,184.0,11.9784,1016.34
Mostly Cloudy,rain,3.783333333333335,0.4500000000000013,0.83,13.894300000000005,196.0,8.291500000000001,1019.6
Overcast,rain,2.7777777777777777,-1.838888888888888,0.92,20.93,260.0,16.1,998.9
Mostly Cloudy,rain,17.22222222222222,17.22222222222222,0.81,4.83,300.0,9.982,1008.3
Partly Cloudy,,25.99444444444445,25.99444444444445,0.34,28.5292,320.0,9.982,1015.68
Partly Cloudy,rain,24.038888888888884,24.038888888888884,0.44,13.6528,356.0,11.3988,1017.88
Clear,rain,26.11111111111111,26.11111111111111,0.5,0.0,0.0,9.982,0.0
Overcast,rain,5.833333333333333,2.7999999999999994,0.94,14.9408,356.0,6.1985,1001.12
Partly Cloudy,rain,13.272222222222222,13.272222222222222,0.68,7.744099999999999,164.0,15.3111,1023.99
Mostly Cloudy,rain,18.22222222222222,18.22222222222222,0.97,3.0751,180.0,15.6009,1011.54
Mostly Cloudy,rain,17.200000000000003,17.200000000000003,0.87,1.61,125.0,11.0446,1008.32
Overcast,rain,12.761111111111113,12.761111111111113,0.99,8.8067,227.0,5.313,1008.97
Mostly Cloudy,rain,21.194444444444446,21.194444444444446,0.73,13.7655,228.0,11.2056,1012.41
Partly Cloudy,rain,23.81666666666667,23.81666666666667,0.5,9.5795,228.0,9.982,1020.86
Overcast,rain,9.488888888888887,7.411111111111113,0.89,14.1519,280.0,15.826300000000002,1015.6
Partly Cloudy,rain,32.22222222222222,31.194444444444443,0.31,12.88,280.0,9.982,1017.9
Partly Cloudy,rain,2.7333333333333343,-0.8555555555555551,0.96,13.9909,141.0,3.976700000000001,1026.98
Overcast,rain,11.038888888888888,11.038888888888888,0.81,10.7387,140.0,11.27,1002.63
Partly Cloudy,rain,3.800000000000002,2.2888888888888874,0.82,6.2146,270.0,15.7297,1017.32
Foggy,snow,-5.0,-5.0,0.84,0.0,0.0,3.059,1037.2
Mostly Cloudy,rain,11.71111111111111,11.71111111111111,0.81,17.6295,286.0,14.9569,1008.03
Overcast,rain,12.68888888888889,12.68888888888889,0.9,11.0124,191.0,11.27,1009.71
Overcast,rain,12.844444444444443,12.844444444444443,0.78,18.7082,321.0,9.982,1013.29
Overcast,rain,6.588888888888889,2.76111111111111,0.93,23.055200000000003,270.0,14.0875,1018.74
Mostly Cloudy,rain,1.1999999999999982,-2.155555555555555,0.83,11.2217,160.0,6.7137,1022.73
Partly Cloudy,rain,24.616666666666667,24.616666666666667,0.46,18.5633,153.0,10.3523,1010.72
Partly Cloudy,rain,27.772222222222226,28.138888888888893,0.49,1.4651,80.0,10.3523,1011.26
Mostly Cloudy,snow,-0.3277777777777777,-3.522222222222222,0.93,9.4024,187.0,8.855,1020.51
Foggy,snow,-3.861111111111111,,1.0,3.2683,224.0,0.9016000000000002,1018.49
Mostly Cloudy,rain,18.81666666666667,18.81666666666667,0.66,9.2253,121.0,9.982,1006.64
Foggy,rain,7.805555555555554,7.805555555555554,1.0,0.0,0.0,0.3864,1018.38
Partly Cloudy,snow,-2.411111111111111,-6.372222222222222,0.96,10.7387,110.0,5.9731000000000005,1029.5
Mostly Cloudy,rain,4.994444444444445,2.4555555555555566,0.57,11.0446,261.0,9.982,1031.88
Mostly Cloudy,rain,17.26111111111111,17.26111111111111,0.63,17.1787,149.0,14.5222,1015.12
Clear,rain,7.76111111111111,3.922222222222224,0.71,26.838700000000003,30.0,15.826300000000002,1031.57
Partly Cloudy,rain,2.2222222222222223,-1.8444444444444448,0.79,16.1,20.0,6.118,1030.7
Overcast,rain,13.794444444444444,13.794444444444444,0.94,20.125,330.0,4.588500000000001,1013.79
Overcast,rain,10.027777777777777,10.027777777777777,0.77,23.0713,199.0,9.982,1004.95
Mostly Cloudy,rain,24.772222222222226,24.772222222222226,0.58,6.1824,23.0,15.826300000000002,1015.07
Mostly Cloudy,rain,17.68333333333333,17.68333333333333,0.74,17.114300000000004,340.0,15.7297,1013.64
Partly Cloudy,rain,7.533333333333335,7.533333333333335,0.9,3.5420000000000007,,6.8425,1023.96
Clear,rain,11.238888888888887,11.238888888888887,0.69,12.719,131.0,7.1323,1037.26
Partly Cloudy,rain,17.21111111111111,17.21111111111111,0.74,3.5581,249.0,11.0768,1009.64
Foggy,rain,11.155555555555557,11.155555555555557,0.95,5.8604,54.0,2.3023,1025.52
Partly Cloudy,rain,27.77777777777778,27.73888888888889,0.44,4.6368,214.0,9.982,1015.29
Overcast,rain,16.594444444444445,16.594444444444445,0.73,13.894300000000005,3.0,14.9569,1005.12
Partly Cloudy,rain,17.77777777777778,17.77777777777778,0.84,6.44,150.0,16.1,1011.9
Partly Cloudy,rain,28.93333333333333,27.61666666666666,0.26,3.5903,212.0,10.3523,1018.48
Overcast,snow,-0.0277777777777781,-6.244444444444444,,27.7564,160.0,11.0446,1019.16
Mostly Cloudy,rain,1.1111111111111112,1.1111111111111112,0.69,3.22,90.0,9.982,1017.5
Mostly Cloudy,rain,3.7722222222222217,0.9611111111111094,0.77,11.1573,118.0,15.826300000000002,1011.58
Partly Cloudy,rain,12.127777777777776,12.127777777777776,0.57,13.4918,148.0,16.1,1022.3
Overcast,snow,0.0,-2.666666666666667,0.92,7.824600000000001,190.0,6.118,1012.27
,snow,-1.161111111111111,-1.161111111111111,0.97,2.7853000000000003,189.0,0.161,1029.65
Partly Cloudy,rain,16.11111111111111,16.11111111111111,0.62,14.49,310.0,11.27,1020.1
Foggy,rain,4.733333333333335,4.733333333333335,0.93,3.2361,0.0,2.4311000000000003,1019.59
Partly Cloudy,rain,18.183333333333337,18.183333333333337,0.98,2.7531000000000003,315.0,6.8586,1011.75
Partly Cloudy,rain,19.044444444444444,19.044444444444444,0.61,20.6724,170.0,9.982,1009.0
Partly Cloudy,rain,27.22222222222222,27.43333333333333,0.47,9.7083,159.0,,1023.26
Mostly Cloudy,rain,12.733333333333334,12.733333333333334,0.78,7.422100000000001,155.0,9.982,1023.11
Overcast,rain,0.6222222222222208,-1.4999999999999996,0.95,6.5366,88.0,14.586600000000002,1009.82
Partly Cloudy,rain,19.79444444444444,19.79444444444444,0.84,24.2627,139.0,11.4471,1017.9
Partly Cloudy,rain,14.43888888888889,14.43888888888889,0.79,,184.0,14.9569,1018.16
Mostly Cloudy,rain,2.894444444444445,1.7555555555555538,1.0,4.8783,301.0,5.8604,1018.36
Clear,snow,-8.333333333333334,-8.333333333333334,0.92,3.22,140.0,4.025,1026.0
Foggy,snow,-5.027777777777778,-5.027777777777778,0.92,1.5295,100.0,2.6404,1028.1
Partly Cloudy,rain,7.827777777777779,7.827777777777779,0.93,3.1073,337.0,4.395300000000001,1033.31
Clear,rain,28.63333333333334,28.277777777777786,0.4,4.6690000000000005,128.0,15.552600000000002,1020.15
Partly Cloudy,rain,23.75,23.75,0.66,11.1895,281.0,11.27,1004.0
Overcast,,2.7777777777777777,-1.1555555555555546,0.96,16.1,50.0,11.27,1015.5
Foggy,rain,1.6944444444444429,1.6944444444444429,0.94,3.22,280.0,2.5760000000000005,1041.16
Overcast,rain,,5.3,0.76,14.023100000000005,160.0,14.9086,1017.29
Clear,rain,4.027777777777778,4.027777777777778,0.87,3.2844,191.0,6.295100000000001,1025.86
Mostly Cloudy,rain,21.25,21.25,0.71,,150.0,14.731500000000002,1016.43
Partly Cloudy,rain,17.783333333333335,17.783333333333335,0.71,9.5151,,8.1305,1020.57
Partly Cloudy,,18.916666666666668,18.916666666666668,0.54,9.7244,271.0,9.982,1012.94
Clear,rain,5.58888888888889,5.58888888888889,0.96,3.1556,275.0,7.0357,1012.37
Overcast,rain,12.733333333333334,12.733333333333334,,14.2485,227.0,11.125100000000002,1004.4
Partly Cloudy,rain,22.2,22.2,0.68,19.9479,10.0,16.1,1018.38
Partly Cloudy,rain,19.91111111111111,19.91111111111111,0.63,7.808499999999999,,15.552600000000002,1010.82
Mostly Cloudy,snow,-0.5555555555555556,-4.283333333333334,0.85,11.27,330.0,9.982,1025.3
,rain,7.088888888888888,4.4555555555555575,0.71,14.2163,358.0,11.3988,1012.78
Overcast,snow,-0.0611111111111108,-2.6722222222222216,0.76,7.615300000000001,129.0,10.0464,1030.43
Mostly Cloudy,,11.11111111111111,11.11111111111111,0.8,17.71,190.0,9.982,991.1
Mostly Cloudy,rain,17.22222222222222,17.22222222222222,0.63,14.49,,9.982,1015.1
Overcast,rain,17.200000000000003,17.200000000000003,0.87,11.1412,292.0,14.9086,1013.59
Overcast,,2.2222222222222223,-1.188888888888889,0.86,12.4936,10.0,3.976700000000001,1032.94
Partly Cloudy,rain,14.294444444444444,14.294444444444444,0.83,11.1573,252.0,16.1,1010.21
Partly Cloudy,rain,3.06111111111111,3.06111111111111,0.96,2.8014,274.0,8.855,1021.44
Foggy,rain,3.888888888888889,0.7611111111111097,0.92,12.88,140.0,0.6440000000000001,1017.2
Partly Cloudy,rain,2.8999999999999995,0.3777777777777776,0.92,9.1448,169.0,9.982,
Partly Cloudy,rain,13.733333333333333,13.733333333333333,0.78,10.6421,349.0,9.982,1020.71
Foggy,rain,1.072222222222222,1.072222222222222,1.0,4.4758,83.0,0.3381,1015.5
Mostly Cloudy,rain,2.7777777777777777,-1.0055555555555549,0.96,15.1984,39.0,11.125100000000002,1019.94
Partly Cloudy,rain,29.738888888888887,29.672222222222217,0.42,2.2057,102.0,15.552600000000002,1015.24
Clear,rain,9.927777777777775,9.927777777777775,0.89,4.7656,319.0,15.826300000000002,1023.94
Overcast,rain,8.372222222222222,7.577777777777778,0.95,6.1341,156.0,7.985600000000001,1010.16
Mostly Cloudy,rain,18.188888888888886,18.188888888888886,0.58,4.8622000000000005,95.0,10.3523,1017.96
Mostly Cloudy,rain,22.116666666666667,22.116666666666667,0.74,16.9533,310.0,11.0768,1019.3
Mostly Cloudy,rain,7.105555555555555,4.705555555555555,0.89,12.7351,240.0,10.2557,1000.11
Clear,rain,18.84444444444445,18.84444444444445,0.85,6.1502,70.0,8.1305,1013.6
Mostly Cloudy,rain,21.961111111111112,21.961111111111112,0.61,16.7601,314.0,9.982,1013.68
Partly Cloudy,rain,24.97222222222222,24.97222222222222,0.46,4.6046000000000005,60.0,9.982,1012.48
Overcast,rain,9.927777777777775,7.644444444444442,0.87,16.6796,139.0,8.372000000000002,1018.59
Clear,rain,6.161111111111113,2.449999999999998,0.75,20.8495,260.0,8.1949,1021.92
Mostly Cloudy,rain,1.1388888888888873,-1.961111111111112,0.92,10.0947,153.0,4.508,1019.42
Partly Cloudy,rain,12.566666666666666,12.566666666666666,0.96,3.22,330.0,8.1305,1021.65
Mostly Cloudy,rain,22.800000000000004,22.800000000000004,0.62,9.7405,220.0,9.982,1011.76
Overcast,rain,13.85,13.85,0.77,5.152000000000001,29.0,9.982,1024.14
Partly Cloudy,rain,30.938888888888886,30.85,0.4,4.0733,150.0,10.3523,1017.22
Overcast,rain,1.6055555555555558,-1.7666666666666666,0.9,11.6725,110.0,5.618900000000001,1020.35
Foggy,snow,-5.0,-5.0,0.84,3.22,200.0,3.059,1041.5
Drizzle,rain,10.911111111111111,10.911111111111111,0.91,3.5420000000000007,150.0,3.976700000000001,1018.83
